url	status	notes
https://mysites.guru/blog/zoo-unauthenticated-file-upload-rce/	200	evidence[0] "ZOO lets visitors submit content through a front-end submission form" found as a clean standalone sentence, contiguous, verbatim
https://ssd-disclosure.com/ + /unisoc-t612-lpe/ + /unisoc-t612-rce/	202-CAPTCHA (jina+direct both blocked)	still unreachable this pass, confirms entry's own sourcing_note
https://www.darkreading.com/mobile-security/video-call-exploit-chains-two-flaws-unisoc-modems	200	confirms Realme C33=T612 only; Motorola E13 and Xiaomi Redmi A5 chipset (T606/T7250) NOT stated by this source
https://www.infosecurity-magazine.com/news/unisoc-modem-flaw-rce-calls/	200	same gap - no T606/T7250 device mapping stated; CWE-1189 confirmed
https://claroty.com/team82/research/chilling-discoveries-unpacking-vulnerabilities-in-copeland-xweb-pro-controllers	200	per-CVE table for CVE-2026-21718 is generic ("any attackers ... pre-authenticated code execution"), does not name deterministic-password mechanism; mapping is inference by elimination, undisclosed in entry
https://www.cisa.gov/sites/default/files/feeds/known_exploited_vulnerabilities.json (cisa-kev)	200	CVE-2023-49105 dateAdded 2026-08-27 confirmed
https://api.first.org/data/v1/epss?cve=CVE-2023-49105	200	live EPSS = 0.4321 (43.2%), entry's frontmatter epss:"11.07" has no inline citation anywhere in entry and does not match current score
https://www.heise.de/news/OEM-China-Router-von-ZBT-mit-Backdoors-11433072.html	200	CRITICAL: reports Zbtlink DID respond (suspended sales, pulled software, working on updates) - contradicts entry's "Zbtlink has offered nothing"/"no notification...is the only remediation position on record" claim
https://www.investing.com/news/economy-news/chinas-zbtlink-suspends-sales-of-routers-found-to-contain-backdoor-4843856	200(thin)	confirmed via WebSearch/Reuters syndication: Zbtlink public statement suspending sales, pulling software, developing updates, published 2026-08-06
https://novee.security/blog/critical-flaws-in-anthropic-google-and-openais-coding-agents/	200	all quotes verbatim confirmed
https://services.nvd.nist.gov/rest/json/cves/2.0?cveId=CVE-2026-12537	200	both CVSS ratings + vectors + Secondary/Primary labeling confirmed exactly; note this URL not declared in entry sources[] frontmatter despite being the cited authority in the correction body
https://github.com/anthropics/claude-code/security/advisories/GHSA-fg94-h982-f3mm	200 (jina)	version range, CVE id, CVSS 6.0 all confirmed
https://onapsis.com/blog/sap-security-patch-day-august-2026/	200	all CVSS scores, note numbers, Secure Transformer vs servlet-removal distinction all confirmed exactly
https://support.sap.com/en/my-support/knowledge-base/security-notes-news/august-2026.html	200	"28 new + 1 GitHub advisory, 2 updates" confirmed verbatim
https://security-hub.ncsc.admin.ch/#/posts/12839	200	confirmed 4 CVEs, matches
https://advisories.ncsc.nl/2026/ncsc-2026-0302.html	200	Dutch quote verbatim confirmed, date matches
https://status.digdir.no	200	2026-08-30T13:29:16Z
https://therecord.media/norway-cyberattack-ddos-government	200	2026-08-30T13:29:16Z
https://www.bleepingcomputer.com/news/security/massive-ddos-attack-disrupts-norways-government-digital-services/	200	2026-08-30T13:29:16Z
https://www.infosecurity-magazine.com/news/ddos-attack-hits-norwegian/	200	2026-08-30T13:29:16Z
https://www.infosecurity-magazine.com/news/us-sanctions-mabna-institute/	200	2026-08-30T13:29:16Z
https://www.trmlabs.com/resources/blog/operation-economic-outcast-treasury-sanctions-nearly-60-iran-linked-targets-and-names-digital-assets-a-sanctionable-sector	200	2026-08-30T13:29:16Z
https://www.swisscybersecurity.net/news/2026-08-24/cyberangriff-kompromittiert-e-mail-system-der-gemeinde-martigny-combe	200	2026-08-30T13:29:16Z
https://news.bostonscientific.com/update-on-recent-cybersecurity-incident	200	2026-08-30T13:29:16Z
https://frenchbreaches.com/alertes/afpa-msj805wnmw8zz6kstul	200	2026-08-30T13:29:16Z
https://therecord.media/ukrainian-software-developer-court-switzerland	200	2026-08-30T13:29:16Z
https://www.vbs.admin.ch/de/newnsb/5bBC1HPXGI21	200	2026-08-30T13:29:16Z
https://www.infoguard.ch/en/blog	200	2026-08-30T13:29:16Z
https://www.cert.at/en/	200	2026-08-30T13:29:16Z
https://www.bacs.admin.ch/de/aktuelle-vorfaelle	200	2026-08-30T13:29:16Z
https://www.bacs.admin.ch/de/im-fokus	200	2026-08-30T13:29:16Z
https://ofac.treasury.gov/recent-actions	200	2026-08-30T13:29:16Z
https://www.edpb.europa.eu/news/news_en	200	2026-08-30T13:29:16Z
https://www.bleepingcomputer.com/news/security/max-severity-sap-commerce-cloud-flaw-now-targeted-in-attacks/	200	all quotes verbatim confirmed
https://access.redhat.com/security/cve/CVE-2026-18963	200	CVSS 9.1, root cause quote, mitigation quote all confirmed verbatim
https://access.redhat.com/hydra/rest/securitydata/cve/CVE-2026-18963.json	200	product_state Not affected x2 confirmed exactly (matches ground truth TODAY); errata RHSA IDs confirmed exactly
https://access.redhat.com/errata/RHSA-2026:56523	200	all 5 CVE ids in erratum confirmed exactly
