campaign:cisco-talos-badiis-demo-pdb-maas-isapi-backdoor-lwxat-dragon	BadIIS 'demo.pdb' MaaS backdoor campaign	
campaign:cl-sta-1062-tinyrct	CL-STA-1062 TinyRCT campaign	
campaign:cl-sta-1132	CL-STA-1132	
campaign:clickfix-macos-2026	ClickFix macOS expansion	
campaign:cloud-bucket-hijacking-namespace-reuse	Cloud-bucket hijacking via namespace reuse	
campaign:cordyceps-github-actions-pwn-request	Cordyceps	
campaign:cryptobandits-usb-lnk-tor-clipper	CryptoBandits	
campaign:desckvb-rat-doubleclick-2026	DesckVB RAT malspam	
campaign:dragonforce-backdoor-turn-teams-relay-byovd	DragonForce Backdoor.Turn intrusion	
campaign:dutch-police-ncsc-asocks-residential-proxy-takedown	Asocks residential-proxy takedown	
campaign:ebanking-ipv4-mapped-ipv6-phishing	IPv4-mapped IPv6 eBanking phishing	
campaign:edpb-cef-2026-transparency	EDPB Coordinated Enforcement Framework 2026		TOMBSTONE->policy:edpb-cef-2026-transparency
campaign:enisa-cve-root-2026	ENISA expands CVE Numbering Authority Root		TOMBSTONE->policy:enisa-cve-root-2026
campaign:eu-cyber-resilience-act	EU Cyber Resilience Act		TOMBSTONE->policy:eu-cyber-resilience-act
campaign:eu-cybersecurity-package-2026	EU Cybersecurity Package 2026		TOMBSTONE->policy:eu-cybersecurity-package-2026
campaign:flooding-dropper-npm-2026-08	Flooding Dropper	
campaign:famoussparrow-azerbaijan-2026	FamousSparrow Azerbaijan intrusion	UAT-9244
campaign:fast16-symantec-carbon-black-contemporaneous-stuxnet-nuclea	Fast16	
campaign:fbi-flash-csa-260526-silent-ransom-group-physical-usb-attacks-us-law-firms	Silent Ransom Group physical USB intrusions	Luna Moth|UNC3753
campaign:fbi-psa260521-kali365-phaas-oauth-device-code-m365-mfa-bypass	Kali365 PhaaS	
campaign:fifa-world-cup-2026	FIFA World Cup 2026 pre-event threat cluster	
campaign:fishmonger-isoon-sprysocks-windows-kernel-rootkit	FishMonger Windows SprySOCKS campaign	
campaign:flutterbridge-cl-cri-1089	Operation FlutterBridge	CL-CRI-1089
campaign:fortisandbox-triple-active-exploitation	FortiSandbox triple exploitation	
campaign:frostyneighbor-2026-05-campaign	FrostyNeighbor March–May 2026 campaign	Ghostwriter|UNC1151
campaign:funnelkit-funnel-builder-for-woocommerce-actively-exploited-magecart-skimmer	FunnelKit Magecart injection	
campaign:gamaredon-gammaphish-gammaworm	Gamaredon GammaPhish / GammaWorm	
campaign:ghost-sender-exchange-online-spoofing	Ghost-Sender	
campaign:ghost-stadium-phaas-300-fifa-domain-clones-eu-fan-credentials	Ghost Stadium PhaaS	
campaign:glassworm-developer-botnet-takedown-crowdstrike-google-shadowserver-russia-attri	GlassWorm takedown	
campaign:grandoreiro-2026-iberian-watchguard-eu-banks-btmob-maas	Grandoreiro 2026 Iberian campaign	
campaign:huntress-potemkin-loader-rmmproject-clickfix-abe-bypass	Potemkin / RMMProject ClickFix campaign	
campaign:icarus-klue-salesforce-oauth	Icarus Salesforce OAuth extortion	
campaign:installfix	InstallFix	
campaign:interpol-operation-ramz-mena-cybercrime-13-country-201-arre	INTERPOL Operation Ramz	
campaign:ironworm	IronWorm	
campaign:island-badblocker-adblock-youtube-extension	BadBlocker	
campaign:italy-low-cost-commercial-spyware-morpheus-spyrtacus	Italian low-cost commercial spyware	
campaign:jdy-botnet-volt-typhoon-2026	JDY botnet	
campaign:jetbrains-marketplace-malicious-ai-plugins	Malicious JetBrains Marketplace AI plugins	
campaign:jfrog-vscode-folderopen-task-npm-go-supply-chain-infostealer	npm/Go folderOpen-task infostealer campaign	
campaign:jinx-0164-crypto-firms-linkedin-audiofix-minirat	JINX-0164	
campaign:kimsuky-pebbledash-hellodoor-trycloudflare-tunnel-c2-evolution	Kimsuky HelloDoor / PebbleDash C2 evolution	
campaign:llmshare-malvertising-chatgpt-share-links-infostealer-google	LLMShare	
campaign:lshiy-ropc-azure-cli-password-spray-2026	LSHIY Azure CLI ROPC token-spray	LSHIY password spray
campaign:macos-clickfix-hdiutil-amos	macOS ClickFix hdiutil campaign	
campaign:magecart-stripe-api-skimmer-customer-metadata	Stripe-metadata Magecart skimmer	
campaign:malicious-perplexity-ai-chrome-extension-keystroke-intercept	Fake 'Perplexity AI' Chrome extension	
campaign:mastra-easy-day-js-supply-chain	Mastra easy-day-js backdoor	
campaign:megalodon-mass-github-cicd-backdoor-5561-repos-sysdiag-optimize-build	Megalodon	
campaign:miasma-redhat-npm-supply-chain	Miasma	
campaign:microsoft-ai-chatbot-search-poisoning-cryptojacking-screenconnect-process-hollow	AI-chatbot search-poisoning cryptojacking	
campaign:mini-shai-hulud	Mini Shai-Hulud	Phantom Gyp
campaign:muddywater-chaos-2026	MuddyWater Chaos false-flag	
campaign:muddywater-seedworm-fortemedia-sentinelone-dll-sideload-chromelevator-nodejs	MuddyWater Q1 2026 DLL side-loading campaign	
campaign:mustang-panda-zohomurk-zoho-workdrive-deaddrop-c2	Mustang Panda ZOHOMURK	
campaign:ncsc-ch-jobseeker-targeting-2026	Job-seeker targeting wave (CH)	
campaign:ncsc-ch-m365-voicemail-phishing-week25	M365 voicemail-phishing wave (CH)	
campaign:nightmare-eclipse-microsoft-dcu-threat-greenplasma-miniplasmaaac	Nightmare Eclipse Windows zero-day series	
campaign:npm-dependency-confusion-internal-namespace-campaigns-ms-sonatype	npm dependency-confusion wave 2026	
campaign:oceanlotus-apt32-fireant-supplychain-2026	OceanLotus FireAnt supply-chain compromise	
campaign:openclaw-clawhub-malicious-ai-skills	Malicious OpenClaw ClawHub skills	
campaign:openclaw-prompt-injection-agent-phishing-2026	OpenClaw agent-phishing disclosures	
campaign:operation-dragon-weave	Operation Dragon Weave	
campaign:operation-endgame-amadey-stealc	Operation Endgame — Amadey/StealC takedown	
campaign:operation-xenofiscal-sidecopy	Operation XENOFISCAL	
campaign:outsider-phaas-gemini-2026	Outsider PhaaS	
campaign:packagist-laravel-lang-supply-chain-2026	Packagist Laravel-Lang supply-chain wave	
campaign:photo-zip-tonrat-hospitality	'Photo ZIP' hospitality phishing	
campaign:popa-vo1d-residential-proxy-botnet	Popa residential-proxy botnet	NetNut|Popa
campaign:postcss-npm-typosquat-python-rat	PostCSS npm typosquat campaign	
campaign:prinz-eugen-ransomware	Prinz Eugen	
campaign:railway-device-code-phishing-m365-2026	Railway device-code phishing	
campaign:roadtools-weaponised-by-midnight-blizzard-curious-serpens-uta0355-entra-id	ROADtools weaponisation (Entra ID)	
campaign:rust-crypto-clipper-virustotal-reputation	Rust crypto-clipper VirusTotal abuse	
campaign:sans-isc-akira-kill-chain-sslvpn-syslog-evtx-no-edr	Akira kill-chain reconstruction (SANS ISC)	
campaign:sans-isc-steganographic-jpeg-loader-cloudflare-workers-r2	WeTransfer steganographic JPEG loader	
campaign:scarcruft-narwhalrat	ScarCruft NarwhalRAT campaign	
campaign:screenconnect-asyncrat-seo-poisoning	Trojanised ScreenConnect AsyncRAT campaign	
campaign:sekoia-errtraffic-clickfix-maas-polygon-c2	ErrTraffic	
campaign:sentinelone-living-off-the-pipeline-2026	Living Off the Pipeline	
campaign:shapedplugin-supply-chain-2026	ShapedPlugin Pro supply-chain backdoor	
campaign:shinyhunters-peoplesoft-2026	ShinyHunters PeopleSoft campaign	
campaign:signal-support-impersonation-backup-recovery-key-phishing	'Signal Support' recovery-key phishing	
campaign:smartapesg-clickfix-staging-rat-to-netsupport-manager	SmartApeSG ClickFix campaign	
campaign:sms-blaster-ch-2026	SMS-blaster smishing (Switzerland)	
campaign:stac3725-citrixbleed2-iab-dragonforce	STAC3725 CitrixBleed 2-to-DragonForce IAB chain	CitrixBleed 2 initial-access-broker runbook
campaign:stegoad-darkspectre-119-edge-extensions-steganography	StegoAd	DarkSpectre
campaign:stock-exchange-mailbox-espionage-2026	Stock-exchange mailbox espionage	
campaign:storm-2949-sspr-to-key-vault-azure-cloud-wide-kill-chain	Storm-2949 SSPR-to-Key-Vault kill chain	
campaign:strikeshark-sharkloader	StrikeShark	SharkLoader
campaign:svg-ecmascript-phishing-2026	SVG application/ecmascript phishing wave	
campaign:tds-security-tool-impersonation-checkpoint	Security-tool impersonation TDS campaign	SessionGate|RemusStealer|AnimateClipper
campaign:teampcp-shai-hulud-copycat-wave-ox-security-checkmarx-pcpja	Shai-Hulud copycat wave	
campaign:teams-external-chat-phishing	Microsoft Teams external-chat phishing	
campaign:the-gentlemen-ransomware-storm2697	The Gentlemen self-propagating encryptor	
campaign:trapdoor	TrapDoor	
campaign:turla-stockstay	Turla STOCKSTAY campaign	
campaign:tycoon2fa-oauth-device-authorization-grant-microsoft-365-post-takedown	Tycoon2FA post-takedown resurgence	
campaign:uac0226-giftedcrook-winrar-cve-2025-8088	UAC-0226 GIFTEDCROOK WinRAR exploitation	
campaign:unc6508-infinitered-redcap-2026	UNC6508 INFINITERED campaign	
campaign:underground-ai-adoption-sophos	Cybercrime-underground AI adoption	
campaign:unit42-phantom-squatting-hallucinated-domains	Phantom Squatting	
campaign:unk-deaddrop-2026	UNK_DeadDrop	
campaign:velvet-ant-operation-highland-2026	Velvet Ant Operation Highland	
campaign:whatsapp-vbs-manageengine-rmm	WhatsApp VBScript RMM campaign	
campaign:wordpress-steam-profile-c2-unicode-steganography	WordPress Steam-profile C2 malware	
campaign:zimperium-rokarolla-android-banker-217-apps	Rokarolla	
incident:7-eleven-confirms-shinyhunters-salesforce-breach-600k-recor	7-Eleven Salesforce breach	
incident:actions-cool-issues-helper-github-action-compromised-53-tag	actions-cool/issues-helper compromise	
incident:adapthealth-contractor-session-hijack-8k	AdaptHealth contractor session hijack	
incident:adt-cloud-breach-2026	ADT Inc. cloud environment breach	
incident:afc-ajax-amsterdam-arrest-2026-05-26-300k-fan-records-shared-keys-misconfigured	AFC Ajax fan-data breach	
incident:aflac-japan-portal-breach-2026	Aflac Japan subsidiary portal breach	
incident:arwini-lower-saxony-statutory-prescription-audit-body-data	ARWINI data exfiltration	
incident:audia6-crypto-laundering-takedown-2026	AudiA6 laundering-service takedown	
incident:awesome-motive-cdn-supply-chain-2026	Awesome Motive CDN supply-chain attack	
incident:bka-crimenetwork-takedown-2026	Crimenetwork relaunch takedown	
incident:braintrust-aws-breach-2026	Braintrust AWS breach	
incident:brazil-cell-broadcast-hijack	Brazil Cell Broadcast hijack	
incident:bwh-hotels-breach-2026	BWH Hotels reservation breach	
incident:cal-water-handala-rtkbase-gnss-2026	California Water Service breach (Handala)	
incident:california-ag-sues-23andme-chrome-holding-2023-genetic-breach	California AG v. 23andMe	
incident:carnival-corporation-5-99m-shinyhunters-breach-2026	Carnival Corporation breach	
incident:cellebrite-ufed-russia-pivovarov	Cellebrite UFED use on Pivovarov	
incident:cert-lv-lvm-olpha-ransomware-2026	CERT.LV LVM/Olpha ransomware intrusion (2026)	Latvijas valsts meži ransomware|LVM cyberattack
incident:ch-efk-federal-cyber-governance-audit	EFK federal cyber-governance audit	
incident:checkmarx-jenkins-ast-plugin-2026	Checkmarx Jenkins plugin backdoor	
incident:chipsoft-embargo-2026	ChipSoft ransomware breach	
incident:cisa-nightwing-contractor-aws-govcloud-keys-exposed-github	CISA/Nightwing GovCloud key exposure	
incident:clinical-diagnostics-nmdl-igj-2026	Clinical Diagnostics NMDL ruling	
incident:cnil-fines-iqvia-5m-health-data-warehouse-security-failures	CNIL IQVIA fine	
incident:conti-lytvynenko-guilty-plea-2026	Conti developer Lytvynenko guilty plea	
incident:coupang-pipc-record-fine-2026	Coupang PIPC record fine	
incident:cyber-europe-2026-eu-cybersecurity-reserve	Cyber Europe 2026	
incident:daemon-tools-supply-chain-2026	DAEMON Tools supply-chain compromise	
incident:dashlane-totp-brute-force-2026	Dashlane TOTP brute-force	
incident:denic-dnssec-outage-2026	DENIC .de DNSSEC outage	
incident:dentaquest-shinyhunters-2026	DentaQuest	
incident:dfir-bumblebee-adaptixc2-akira-seo-poisoning-killchain	Bumblebee → AdaptixC2 → Akira intrusion	
incident:dhs-hsin-breach-2026	DHS HSIN breach	
incident:die-linke-qilin-2026	Die Linke ransomware breach	
incident:digicert-support-portal-2026	DigiCert support-portal compromise	
incident:dream-market-admin-arrest-2026-05	Dream Market admin arrest	
incident:drupal-core-highly-critical-pre-patch-warning-psa-2026-05-18	Drupal core pre-patch warning (PSA-2026-05-18)	
incident:dutch-hotels-booking-saas-breach-2026	Dutch/Belgian/Irish booking-SaaS breach	
incident:eurail-breach-2026	Eurail breach	
incident:europol-shadow-it-2026	Europol shadow-IT disclosure	
incident:fortibleed-fortigate-credential-exposure	FortiBleed	
incident:foxconn-nitrogen-2026	Foxconn Nitrogen ransomware	
incident:france-ants-breach-2026	France ANTS breach	
incident:grafana-labs-coinbasecartel-pwn-request-github-actions-breac	Grafana Labs CoinbaseCartel breach	
incident:groupe-3r-akira-2026	Groupe 3R ransomware breach	
incident:hcrg-medusa-notification-delay	HCRG notification delay	
incident:huawei-vrp-enterprise-router-zero-day-post-luxembourg-2025-o	POST Luxembourg outage (Huawei VRP zero-day)	
incident:ico-london-clinic-princess-wales-insider	London Clinic insider caution	
incident:ico-poca-confiscation-rizwan-manjra-markerstudy-off-hours-bu	Markerstudy insider POCA confiscation	
incident:ico-rac-poca-2026	RAC insider POCA confiscation	
incident:inditex-zara-breach-2026	Inditex (Zara) breach	
incident:instructure-canvas-2026	Instructure (Canvas LMS) breach	
incident:irhythm-data-theft-2026	iRhythm data theft	
incident:jaguar-land-rover-ransomware-2025	Jaguar Land Rover 2025 ransomware	
incident:jdownloader-supply-chain-2026	JDownloader official site compromised	
incident:kddi-isp-email-platform-breach-2026	KDDI email-platform breach	
incident:kimwolf-dort-jacob-butler-ddos-botnet-arrest-ottawa-aisuru-variant	Kimwolf DDoS-for-hire arrest	Dort
incident:kodak-shinyhunters-breach	Kodak breach	
incident:kyushu-electric-ssd-loss-2026	Kyushu Electric SSD loss	
incident:lithuania-centre-of-registers-2026	Lithuania Centre of Registers breach	
incident:maine-breach-portal-fraudulent-filings-2026	Maine breach-portal abuse	
incident:mediaworks-hungary-2026	Mediaworks Kft (Hungary)	
incident:medtronic-shinyhunters-corporate-it-breach	Medtronic breach	
incident:medusalocker-canton-zurich-baudirektion-2026	Canton Zürich Baudirektion listing	
incident:meta-ai-eval-containment-breach-2026-08	Meta AI cybersecurity-evaluation containment breach (August 2026)	
incident:meta-instagram-ai-support-account-takeover	Instagram AI-support account takeovers	
incident:meta-nso-whatsapp-contempt	Meta v. NSO contempt complaint	
incident:microsoft-dcu-disrupts-fox-tempest-malware-signing-as-a-servi	Microsoft DCU Fox Tempest disruption	
incident:msg-shinyhunters-vishing-entra	Madison Square Garden breach	
incident:munich-lhm-services-120k-student-records-darknet-insider	Munich LHM-Services breach	
incident:naic-peoplesoft-oracle-zero-day-shinyhunters	NAIC PeopleSoft breach	
incident:navient-outside-law-firm-ransomware-8k	Navient fourth-party ransomware exposure	
incident:nayax-cloud-account-breach-2026	Nayax cloud-account incident	
incident:ncsc-ch-booking-hotel-phishing-2026	Booking.com-fed hotel phishing (CH)	
incident:nextcloud-gmbh-elasticsearch-exposure-2026	Nextcloud GmbH corporate Elasticsearch data exposure (2026)	Nextcloud data leak
incident:nfsp-cpanel-ransomware-2026	NFSP ransomware	
incident:nidec-chaun-choung-blackfield-ransomware-2026	Nidec Chaun Choung ransomware	
incident:nintendo-tinypulse-shadowbyt3	Nintendo TinyPulse breach	
incident:nl-fiod-stark-industries-worktitans-mirhosting-800-servers-eu-sanctions-arrest	Stark Industries hosting arrests	
incident:node-ipc-supply-chain-2026-05	node-ipc backdoor	
incident:novo-nordisk-clinical-trial-breach-2026	Novo Nordisk data theft	
incident:nx-console-vs-code-extension-18-95-0-compromised-stolen-publ	Nx Console extension compromise	
incident:odido-telecom-breach-netherlands-2026	Odido (Netherlands telecom) ShinyHunters breach	Odido hack|Odido/Ben data breach
incident:ofac-nobitex-iran-sanctions-2026	OFAC Nobitex sanctions	
incident:one-medical-amazon-shinyhunters	One Medical legacy-storage breach	
incident:openai-tanstack-breach-2026-05	OpenAI supply-chain exposure	
incident:operation-endgame-socgholish-ta569	Operation Endgame — SocGholish expansion	
incident:operation-saffron-first-vpn-takedown-33-servers-27-countri	Operation Saffron	First VPN Service|1VPNS
incident:oxford-careerconnect-breach	Oxford CareerConnect breach	
incident:pdag-email-phishing-2026	PDAG email-account compromise	
incident:pegasus-mep-kouloglou-pega-committee-2026	Pegasus infection of PEGA-Committee MEP Stelios Kouloglou	Kouloglou Pegasus hack|PEGA Committee Pegasus targeting
incident:polish-water-ot-2026	Polish water-treatment OT intrusion	
incident:polyfill-io-domain-reactivates-http-401-credential-prompts	polyfill.io reactivation	
incident:posthog-aws-exploit-eu-us-cloud-credential-rotation	PostHog AWS exploit	
incident:pwn2own-berlin-2026	Pwn2Own Berlin 2026	
incident:rhysida-claims-stuttgart-municipal-data-5btc-city-denies-confirmed-incident	Rhysida Stuttgart claim	
incident:servicenow-unauth-rest-api-2026	ServiceNow unauthenticated REST exposure	
incident:shinyhunters-charter-spectrum-listing-42m-claim	Charter/Spectrum listing	
incident:silver-fox-arrests-china-2026	Silver Fox arrests	
incident:skoda-shop-breach-2026	Škoda online-shop breach	
incident:south-staffordshire-water-ico-2026	South Staffordshire Water ICO fine	
incident:spain-national-police-arrest-doxer-incibe-ag-civil-guard	Spanish doxer arrest	
incident:sysdig-trt-llm-agent-driven-intrusion-marimo-cve-2026-39987	First observed LLM-agent-driven intrusion	
incident:tchap-french-government-messenger-breach	Tchap messenger breach	
incident:texas-parks-wildlife-vendor-breach	Texas Parks & Wildlife vendor breach	
incident:tfl-scattered-spider-2024	Transport for London 2024 intrusion	
incident:thegentlemen-vsfs-devo-tech-leak-site-listing	The Gentlemen leak-site listings (VSFS, DEVO-Tech)	
incident:thorchain-gg20-tss-vault-drain-11m-nine-chains-switzerland	THORChain vault drain	
incident:trellix-source-code-2026	Trellix source-code breach	
incident:uk-ico-commissioner-resignation-2026	UK ICO Commissioner resignation	
incident:uk-visa-portal-s3-100k-passport-selfies-exposure	UK visa-portal lookalike exposure	
incident:ukrposhta-2026-06	Ukrposhta disruption	
incident:unimed-german-hospitals-2026	Unimed hospital-billing breach	
incident:vimeo-anodot-2026	Vimeo breach (Anodot)	
incident:west-pharma-8k-2026	West Pharmaceutical ransomware	
incident:wfp-gaza-sra-breach-2026	UN WFP Gaza registration breach	
incident:xsolis-healthcare-ai-breach-2026	Xsolis breach	
policy:apobank-psd2-ruling-2026	LG Berlin II Apobank PSD2 ruling	
policy:cisa-bod-26-04	CISA BOD 26-04	
policy:edpb-cef-2026-transparency	EDPB Coordinated Enforcement Framework 2026	CEF 2026
policy:edpb-gdpr-art33-breach-notification-template-2026	EDPB Art. 33 breach-notification template	
policy:enisa-cve-root-2026	ENISA CVE Numbering Authority Root expansion	
policy:enisa-sbom-adoption-state-of-play-2026	ENISA SBOM Adoption State of Play 2026	
policy:eu-20th-russia-sanctions-mss-prohibition-2026	EU 20th Russia sanctions package	
policy:eu-cyber-resilience-act	EU Cyber Resilience Act	CRA
policy:eu-cybersecurity-package-2026	EU Cybersecurity Package 2026	
policy:eu-nis2-cjeu-referral-france-spain-2026	NIS2 CJEU referral (France, Spain)	
policy:europol-mandate-libe-pause-2026	Europol mandate-expansion pause demand	
policy:germany-cra-implementation-bill-2026	Germany CRA implementation bill	
policy:germany-cybersicherheitsstaerkungsgesetz	Germany Cybersicherheitsstärkungsgesetz	
policy:germany-kritis-dachg-2026	Germany KRITIS-Dachgesetz	
policy:npm-staged-publishing-2fa	npm staged publishing GA	
policy:npm-v12-install-scripts-default-off-2026	npm v12 install-scripts default-off	
policy:poland-nis2-transposition-2026	Poland NIS2 transposition	
report:bauman-gru-pipeline-investigation-2026	Bauman 'Department No. 4' investigation	
report:certfr-2026-act-016	CERT-FR agentic-AI risk report (CERTFR-2026-ACT-016)	CERTFR-2026-ACT-016
report:checkpoint-ai-security-report-2026	Check Point Annual AI Security Report 2026	CPR AI Security Report 2026
report:checkpoint-research-ai-threat-landscape-march-april-2026-mexico-nine-agencies-ev	Check Point AI Threat Landscape Digest (Mar–Apr 2026)	
report:crowdstrike-tech-threat-landscape-2026	CrowdStrike 2026 Technology Threat Landscape Report	
report:dragos-2025-ot-frontlines	Dragos 2025 OT Cybersecurity Year in Review	
report:dragos-industrial-ransomware-q1-2026	Dragos Q1 2026 Industrial Ransomware Analysis	
report:elastic-aadgraph-entra-detection-2026	Elastic AAD Graph detection guidance	
report:enisa-nis360-2026	ENISA NIS360 2026	
report:eset-apt-activity-report-q4-2025-q1-2026-sandworm-lazarus	ESET APT Activity Report Q4 2025 – Q1 2026	
report:eset-gamaredon-2025	ESET Gamaredon 2025 annual paper	
report:eset-threat-report-h1-2026	ESET Threat Report H1 2026	
report:five-eyes-safeguarding-our-secrets	'Safeguarding Our Secrets' bulletin	
report:g7-evian-2026	NCSC-CH G7 Évian pre-event advisory	
report:gtig-ai-threat-tracker-may-2026	GTIG AI Threat Tracker (May 2026)	
report:gtig-europe-2025	GTIG Europe Data Leak Landscape 2025	
report:iocta-2026	Europol IOCTA 2026	
report:kaspersky-q1-2026-exploits	Kaspersky Q1 2026 Exploits and Vulnerabilities Report	
report:linux-prctl-process-masquerading	Linux prctl process-masquerading analysis	
report:mtrends-2026	Mandiant M-Trends 2026	
report:ncsc-ch-ai-vuln-mgmt-2026	NCSC-CH assessment: AI in vulnerability management	
report:ncsc-uk-ai-vuln-10-questions-2026	NCSC-UK AI-vulnerability checklist	
report:q1-2026-ransomware-quarterly	Q1 2026 ransomware quarterly synthesis	
report:rapid7-q1-2026-threat-landscape-report-vulnerability-exploitation-top-iav	Rapid7 Q1 2026 Threat Landscape Report	
report:sophos-active-adversary-2026	Sophos 2026 Active Adversary Report	
report:sophos-identity-security-2026	Sophos State of Identity Security 2026	
report:swiss-post-swiss-threat-landscape-report-2026	Swiss Threat Landscape Report (Swiss Post)	
report:talos-com-abuse-windows-threats	Windows COM-abuse analysis (Talos)	
report:verizon-2026-dbir-exploitation-overtakes-credentials	Verizon 2026 DBIR	
tool:adfs-machine-dpapi-key-recovery	'Ghost in the Database' ADFS key recovery	Ghost in the Database
tool:amatera	Amatera	
tool:apex2-botnet	Apex2	Apex
tool:avalon-malware-framework	Avalon	CrownX
tool:beagle-fake-claude-stac4713-2026	Beagle	
tool:birdcall	BirdCall	
tool:c2c-meow-flooder	c2c / meow	c2c|meow|qwiklabs/c2c
tool:cavern-c2-framework	Cavern	
tool:crashstealer	CrashStealer	
tool:crysome-rat	CrySome RAT	
tool:datadog-shai-hulud-framework-2026-05	Datadog Shai-Hulud scanner	
tool:edgecution-payouts-kings	Edgecution	
tool:factory-v3-loader-builder	Factory-v3	
tool:gemstuffer-rubygems-2026	GemStuffer	
tool:ghostapproval-ai-coding-assistant-symlink	GhostApproval	
tool:gremlin-stealer-evolution-2026	Gremlin Stealer	
tool:longleash-orb-malware-suite	LONGLEASH / SHORTLEASH ORB malware suite	ff-agent|DOGLEASH|JARLEASH|LEASHTEST
tool:macos-gaslight	macOS.Gaslight	
tool:microsoft-mdash-2026	MDASH	
tool:mistic-mltbackdoor	Mistic	MLTBackdoor
tool:pamdoora-pam-backdoor-2026	PamDOORa	
tool:pamstealer	PamStealer	
tool:pcpjack-cloud-worm-2026	PCPJack	
tool:qlnx	QLNX	Quasar Linux
tool:redhook-android-rat	RedHook	
tool:remotepe	RemotePE	
tool:sophos-ai-edr-evasion-lab	AI-orchestrated EDR-evasion lab	
tool:talos-artoken-eviltokens-bec-panel	ARToken	
tool:toddycat-umbrij-oauth-token-theft-strd	Umbrij	
tool:trickmo-c-2026	TrickMo C	
tool:usbliter8-securerom-exploit	usbliter8	
tool:zichatbot	ZiChatBot	
trend:adobe-coldfusion-campaign-apsb26-68-69	Adobe ColdFusion/Campaign APSB26-68/69	
trend:ai-adaptive-worm-utoronto-2026	Adaptive AI worm PoC	
trend:amd-sb-7052	AMD-SB-7052	
